2023-10-06T14:20:25,Bally,,200,1.20,0,Ground_Floor[5]/SMJ_TB2_2023,E1-F-1,89.00,41.00,C,1648.00,3.00,11.473,3.109
2023-10-06T14:20:34,Bally,,200,1.20,0,Ground_Floor[5]/SMJ_TB2_2023,E1-F-1,89.00,41.00,C,1648.00,3.00,8.871,3.109
2023-10-06T14:20:43,Bally,,200,1.20,0,Ground_Floor[5]/SMJ_TB2_2023,E1-F-1,89.00,41.00,C,1648.00,3.00,8.799,3.109
2023-10-06T14:20:49,Bally,,200,1.20,0,,initial waste,89.00,41.00,C,0.00,746.00,35.422,1.407
2023-10-06T14:21:05,Bally,,200,1.20,0,Ground_Floor[5]/SMJ_TB2_2023,E1-F-1,89.00,41.00,C,1648.00,3.00,15.996,3.109
2023-10-06T14:21:11,Bally,,200,1.20,0,Ground_Floor[5]/SMJ_TB2_2023,E1-M-1,89.00,41.00,C,631.40,3.00,6.028,1.191
2023-10-06T14:21:32,Bally,,200,1.20,0,Ground_Floor[5]/SMJ_TB2_2023,E1-A-1,89.00,41.00,C,4139.03,3.00,20.973,7.808
2023-10-06T14:21:58,Bally,,200,1.20,0,Ground_Floor[5]/SMJ_TB2_2023,E1-E-1,89.00,41.00,C,4139.03,3.00,25.617,7.808
2023-10-06T14:22:20,Bally,,200,1.20,0,Ground_Floor[5]/SMJ_TB2_2023,E1-I-1,89.00,41.00,C,4139.03,3.00,22.64,7.808
2023-10-06T14:22:50,Bally,,200,1.20,0,Ground_Floor[5]/SMJ_TB2_2023,E1-N-1,89.00,41.00,C,4143.03,3.00,29.493,7.815
2023-10-06T14:23:14,Bally,,200,1.20,0,Ground_Floor[5]/SMJ_TB2_2023,E1-O-1,89.00,41.00,C,3841.03,3.00,24.677,7.246
2023-10-06T14:23:27,Bally,,200,1.20,0,Ground_Floor[5]/SMJ_TB2_2023,E1-G-1,89.00,41.00,C,1705.50,3.00,12.822,3.217
2023-10-06T14:23:39,Bally,,200,1.20,0,Ground_Floor[5]/SMJ_TB2_2023,E1-G-2,89.00,41.00,C,1705.50,3.00,11.96,3.217
2023-10-06T14:23:52,Bally,,200,1.20,0,Ground_Floor[5]/SMJ_TB2_2023,E1-G-3,89.00,41.00,C,1705.50,3.00,12.599,3.217
2023-10-06T14:24:01,Bally,,200,1.20,0,Ground_Floor[5]/SMJ_TB2_2023,E1-B-1,89.00,41.00,C,1215.54,3.00,9.645,2.293
2023-10-06T14:24:09,Bally,,200,1.20,0,Ground_Floor[5]/SMJ_TB2_2023,E1-C-1,89.00,41.00,C,1215.54,3.00,7.477,2.293
2023-10-06T14:24:19,Bally,,200,1.20,0,Ground_Floor[5]/SMJ_TB2_2023,E1-D-1,89.00,41.00,C,1239.68,3.00,9.88,2.339
2023-10-06T14:24:29,Bally,,200,1.20,0,Ground_Floor[5]/SMJ_TB2_2023,E1-J-1,89.00,41.00,C,1263.83,3.00,10.222,2.384
2023-10-06T14:24:42,Bally,,200,1.20,0,Ground_Floor[5]/SMJ_TB2_2023,E1-L-1,89.00,41.00,C,1241.82,3.00,12.818,2.343
2023-10-06T14:24:54,Bally,,200,1.20,0,Ground_Floor[5]/SMJ_TB2_2023,E1-K-1,89.00,41.00,C,1241.82,66.00,11.833,2.343
